id,category,question,correct_answer,explanation,options_json,image_paths_json,archive_url
434,Safe and Responsible Driving,What is the safest practice when driving on icy roads?,Drive at a slower speed than usual using gentle acceleration and braking.,"When driving on icy roads a driver should avoid harsh braking, steering and acceleration. This will help reduce the risk of skidding.","[{""index"": 0, ""text"": ""Drive at a slower speed than usual using gentle acceleration and braking."", ""is_correct"": true}, {""index"": 1, ""text"": ""Rely completely on the ABS or other advanced driver assistance systems."", ""is_correct"": false}, {""index"": 2, ""text"": ""Drive in a low gear at all times using maximum acceleration."", ""is_correct"": false}, {""index"": 3, ""text"": ""Drive at normal speed but apply the brakes from time to time to check for grip."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130220356id_/http://www.theory-tester.com:80/questions/434
435,Safe and Responsible Driving,"When driving, what effect could icy roads have on the vehicle?",The vehicle would be more likely to skid.,"Icy roads can have a dramatic effect on the way a vehicle handles, and there can be an increased risk of skidding. When driving on icy roads a driver should avoid harsh braking, steering and acceleration. This will help reduce the risk of skidding.","[{""index"": 0, ""text"": ""Tyre grip improves in lower temperatures."", ""is_correct"": false}, {""index"": 1, ""text"": ""The vehicle would be more likely to skid."", ""is_correct"": true}, {""index"": 2, ""text"": ""Front tyre pressure increases."", ""is_correct"": false}, {""index"": 3, ""text"": ""Rear tyre pressure increases."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225202631id_/http://www.theory-tester.com:80/questions/435
436,Safe and Responsible Driving,What should a driver do when driving in slippery road conditions?,Use gentle acceleration and braking.,"Tyres have less grip on the road when it is wet or icy. Slow down in slippery conditions, and keep a greater distance from the vehicle in front.","[{""index"": 0, ""text"": ""Accelerate harder using only the lower gears."", ""is_correct"": false}, {""index"": 1, ""text"": ""Brake regularly to improve tyre grip."", ""is_correct"": false}, {""index"": 2, ""text"": ""Drive slower than normal keeping a close distance to the vehicle in front."", ""is_correct"": false}, {""index"": 3, ""text"": ""Use gentle acceleration and braking."", ""is_correct"": true}]",[],https://web.archive.org/web/20200225234147id_/http://theory-tester.com:80/questions/436
437,Safe and Responsible Driving,How should a driver negotiate a steep hill or humpbacked bridge when the road is slippery?,Drive with extreme caution.,"Be extra careful when negotiating steep hills or humpbacked bridges in slippery conditions. Slow down gently on the approach, select the appropriate gear for the speed of the vehicle and use gentle steering and acceleration.","[{""index"": 0, ""text"": ""Press the clutch and brake together."", ""is_correct"": false}, {""index"": 1, ""text"": ""Press the clutch only."", ""is_correct"": false}, {""index"": 2, ""text"": ""Drive with extreme caution."", ""is_correct"": true}, {""index"": 3, ""text"": ""Select neutral gear position."", ""is_correct"": false}]",[],https://web.archive.org/web/20200203150901id_/http://www.theory-tester.com:80/questions/437
438,Safe and Responsible Driving,"Apart from the risk of skidding, what should the driver be aware of when driving in snow?",Road signs and road markings may become obscured.,"Road signs and road markings may become obscured by snow. If this happens you may have difficulty reading regulatory, warning and information signs. This is the main reason why these signs are different shapes. Drivers should pay particular attention when travelling in these conditions.","[{""index"": 0, ""text"": ""The brake fluid may freeze, causing the brakes to fail."", ""is_correct"": false}, {""index"": 1, ""text"": ""Road signs and road markings may become obscured."", ""is_correct"": true}, {""index"": 2, ""text"": ""The air in the tyres may freeze, causing them to burst."", ""is_correct"": false}, {""index"": 3, ""text"": ""The power steering fluid may freeze causing the steering to fail."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225202902id_/http://theory-tester.com:80/questions/438
439,Safe and Responsible Driving,What should a driver do when driving in heavy rain?,Be aware that the vehicle may slide or ?aquaplane?.,"On a wet road, a film of water can build up between the tyres and the road surface. This is called aquaplaning and it has the effect of reducing the grip of the tyres on the road, and this affects the steering and braking. For these reasons the driver should slow down during and after rain and keep a greater distance from the vehicle in front.","[{""index"": 0, ""text"": ""Increase speed so that the vehicle will glide over any standing water."", ""is_correct"": false}, {""index"": 1, ""text"": ""Weave the vehicle slightly in order to improve tyre grip."", ""is_correct"": false}, {""index"": 2, ""text"": ""Maintain normal speeds as on a dry road."", ""is_correct"": false}, {""index"": 3, ""text"": ""Be aware that the vehicle may slide or ?aquaplane?."", ""is_correct"": true}]",[],https://web.archive.org/web/20200225202225id_/http://www.theory-tester.com:80/questions/439
440,Safe and Responsible Driving,What is the danger in driving at high speeds on wet roads?,Danger of ?aquaplaning? or sliding across the road surface.,"The driver should moderate their speed during heavy rain or where water is building up on the road surface. This will help to avoid ?aquaplaning? which has the effect of reducing the grip of the tyres on the road, and this affects the steering and braking. For these reasons the driver should slow down during and after rain and keep a greater distance from the vehicle in front.","[{""index"": 0, ""text"": ""Danger of ?aquaplaning? or sliding across the road surface."", ""is_correct"": true}, {""index"": 1, ""text"": ""Danger that tyre pressure will automatically increase."", ""is_correct"": false}, {""index"": 2, ""text"": ""There is no danger provided that the tyre pressure has been increased to take account of weather conditions."", ""is_correct"": false}, {""index"": 3, ""text"": ""There is no danger provided that the tyre pressure has been reduced to take account of weather conditions."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201458id_/http://theory-tester.com:80/questions/440
441,Safe and Responsible Driving,What should a driver do when they encounter mud on the road?,Reduce speed and be aware of farm or works vehicles on the road.,Where there is mud on the road you should slow down and be aware that there is a danger of skidding. Your stopping distance will also be greater where there is mud on the road.,"[{""index"": 0, ""text"": ""Apply the brakes immediately and put on the hazard warning lights."", ""is_correct"": false}, {""index"": 1, ""text"": ""Reduce speed and be aware of farm or works vehicles on the road."", ""is_correct"": true}, {""index"": 2, ""text"": ""Gradually increase speed so that the mud on the road will not stick to the tyres."", ""is_correct"": false}, {""index"": 3, ""text"": ""Change to a lower gear and pump the brakes to see how slippery the surface is."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201814id_/http://theory-tester.com:80/questions/441
442,Safe and Responsible Driving,What should a rider be aware of when crossing road markings such as lines or arrows?,Tyre grip is reduced.,"Riding on just 2 wheels, riders need to be on the constant lookout for irregularities and other problems with the road surface. This can include all road markings.","[{""index"": 0, ""text"": ""Tyre grip is reduced."", ""is_correct"": true}, {""index"": 1, ""text"": ""Steering is improved."", ""is_correct"": false}, {""index"": 2, ""text"": ""Tyre grip is improved."", ""is_correct"": false}, {""index"": 3, ""text"": ""Tyre grip is not affected."", ""is_correct"": false}]",[],https://web.archive.org/web/20240615035547id_/http://theory-tester.com/questions/442
443,Managing Risk,What is the effect on the control of the vehicle if there is a film of water between the vehicle’s tyres and the road surface?,Steering and braking will be less effective.,"When driving on a road where there is a lot of surface water, a film of water can build up between the tyres and the road surface. When this occurs it is called aquaplaning, it reduces the grip of the tyres on the road and can result in the total loss of control over the vehicle’s steering and braking.","[{""index"": 0, ""text"": ""Steering and braking will be more effective."", ""is_correct"": false}, {""index"": 1, ""text"": ""Steering will be more effective."", ""is_correct"": false}, {""index"": 2, ""text"": ""Braking only will be less effective."", ""is_correct"": false}, {""index"": 3, ""text"": ""Steering and braking will be less effective."", ""is_correct"": true}]",[],https://web.archive.org/web/20250814152827id_/http://theory-tester.com/questions/443
444,Safe and Responsible Driving,What should a driver do where a section of road ahead has a shallow flooded area?,Drive in a low gear as slowly as possible keeping the revs high.,"When approaching a stretch of road with shallow flooding, reduce speed and assess the area for any danger. When driving through surface water, drive in a low gear as slowly as possible keeping the revs high to avoid stalling.","[{""index"": 0, ""text"": ""Increase speed and use a higher gear."", ""is_correct"": false}, {""index"": 1, ""text"": ""Decrease speed and use a higher gear."", ""is_correct"": false}, {""index"": 2, ""text"": ""Drive in a low gear as slowly as possible keeping the revs high."", ""is_correct"": true}, {""index"": 3, ""text"": ""Use a high gear and maintain the same speed keeping the engine revs low."", ""is_correct"": false}]",[],https://web.archive.org/web/20230930015615id_/http://theory-tester.com/questions/444
445,Safe and Responsible Driving,What should a driver do when approaching roadworks warning signs?,Reduce speed and be prepared to stop for works vehicles or a flagman.,"A driver should always approach roadworks with caution as there are many possible hazards to deal with ? including road workers, works vehicles, uneven road surfaces and temporary traffic controls.","[{""index"": 0, ""text"": ""Increase speed and move to the centre of the road."", ""is_correct"": false}, {""index"": 1, ""text"": ""Reduce speed and be prepared to stop for works vehicles or a flagman."", ""is_correct"": true}, {""index"": 2, ""text"": ""Engage a higher gear to avoid getting stuck in soft tar."", ""is_correct"": false}, {""index"": 3, ""text"": ""Increase speed until signalled to slow down by a flagman."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225202952id_/http://www.theory-tester.com:80/questions/445
446,Safe and Responsible Driving,What should a driver be aware of when driving through a section of road where roadworks are ongoing?,Narrower lanes than usual and restricted shoulder areas.,"When travelling through a section of roadworks, a driver needs to be extra careful, as the road surface area may be considerably reduced. It may be narrower, uneven, slippery or there may be loose chippings which may pose a danger for road workers and other road users.","[{""index"": 0, ""text"": ""That the driver always has the right of way over works vehicles."", ""is_correct"": false}, {""index"": 1, ""text"": ""Narrower lanes than usual and restricted shoulder areas."", ""is_correct"": true}, {""index"": 2, ""text"": ""That road workers are always aware of the movement of traffic."", ""is_correct"": false}, {""index"": 3, ""text"": ""That the area will be cleared for the driver so that there are no traffic delays."", ""is_correct"": false}]",[],https://web.archive.org/web/20250815190853id_/http://theory-tester.com/questions/446
447,Managing Risk,What is the recommended minimum stopping distance for a car travelling at 50 km/h on a dry road?,25 metres.,"The total minimum stopping distance of a vehicle depends on four things: Perception time, reaction time, the vehicle’s speed and the vehicle’s braking capability. The recommend minimum stopping distance of a car driving at 50 km/h under dry conditions is 25 metres.","[{""index"": 0, ""text"": ""55 metres."", ""is_correct"": false}, {""index"": 1, ""text"": ""15 metres."", ""is_correct"": false}, {""index"": 2, ""text"": ""25 metres."", ""is_correct"": true}, {""index"": 3, ""text"": ""5 metres."", ""is_correct"": false}]",[],https://web.archive.org/web/20251005151556id_/http://theory-tester.com/questions/447
448,Safe and Responsible Driving,"When a driver wants to turn left into a property and there is a bus lane on the left, what should the driver do?","Give way to cyclists, taxis and buses which may be using the bus lane.","If a driver needs to cross a bus lane on their left in order to enter a property, they should take extra care that there are no buses, taxis or cyclists in the bus lane. They should check mirrors, signal and turn into the property when it is safe to do so.","[{""index"": 0, ""text"": ""A driver should give way to buses only."", ""is_correct"": false}, {""index"": 1, ""text"": ""Give way to cyclists and taxis which may be using the bus lane."", ""is_correct"": false}, {""index"": 2, ""text"": ""Give way to cyclists, taxis and buses which may be using the bus lane."", ""is_correct"": true}, {""index"": 3, ""text"": ""A driver should never turn left across a bus lane."", ""is_correct"": false}]",[],https://web.archive.org/web/20250819042829id_/http://theory-tester.com/questions/448
449,Safe and Responsible Driving,What traffic may use a contra-flow bus lane?,Buses on a scheduled service.,A contra-flow bus lane is one that runs in the opposite direction to traffic beside it. Only buses on a scheduled service may use a contra-flow bus lane.,"[{""index"": 0, ""text"": ""Buses and motorised wheelchairs only."", ""is_correct"": false}, {""index"": 1, ""text"": ""Buses, taxis and motorcycles."", ""is_correct"": false}, {""index"": 2, ""text"": ""Buses on a scheduled service."", ""is_correct"": true}, {""index"": 3, ""text"": ""Buses, taxis and cyclists."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225202957id_/http://www.theory-tester.com:80/questions/449
450,Safe and Responsible Driving,What traffic may use a with-flow bus lane during the times specified on information signs at the start of the lane?,"Buses, taxis and cyclists.",A bus lane is a special lane for the use of buses. A with-flow bus lane is one that runs in the same direction as the traffic beside it. Taxis and cyclists may also use with-flow bus lanes. Other traffic may use them outside the hours posted on the accompanying plate.,"[{""index"": 0, ""text"": ""All traffic."", ""is_correct"": false}, {""index"": 1, ""text"": ""Vehicles with more than one passenger."", ""is_correct"": false}, {""index"": 2, ""text"": ""Buses, taxis and cyclists."", ""is_correct"": true}, {""index"": 3, ""text"": ""Buses only."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201243id_/http://www.theory-tester.com:80/questions/450
451,Safe and Responsible Driving,"When driving along a dual carriageway in normal driving conditions, which lane should a driver be in?",In the left-hand lane unless the driver wishes to overtake or turn right.,"You must normally drive in the left-hand lane of a dual carriageway, except when overtaking or turning right a short distance ahead.","[{""index"": 0, ""text"": ""In either lane."", ""is_correct"": false}, {""index"": 1, ""text"": ""In the right-hand lane except when driving a works vehicle or HGV."", ""is_correct"": false}, {""index"": 2, ""text"": ""In the left-hand lane unless the driver wishes to overtake or turn right."", ""is_correct"": true}, {""index"": 3, ""text"": ""In the right-hand lane."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130215513id_/http://theory-tester.com:80/questions/451
452,Managing Risk,What phrase is recommended for drivers to help them determine a safe distance from the vehicle in front on a dry road?,“Only a fool breaks the two second rule.”,"A driver can judge a safe distance from the vehicle in front by using the two second rule. This is measured by picking a fixed point. As the vehicle in front passes it, begin saying “only a fool breaks the two second rule”. If you pass the fixed point before you have finished the phrase, then your vehicle is too close. Safely slow and increase your distance from the vehicle in front.","[{""index"": 0, ""text"": ""“Only a fool breaks the two second rule.”"", ""is_correct"": true}, {""index"": 1, ""text"": ""“Only a fool breaks the one second rule.”"", ""is_correct"": false}, {""index"": 2, ""text"": ""“Only a fool breaks the four second rule.”"", ""is_correct"": false}, {""index"": 3, ""text"": ""“Only a fool breaks the three second rule.”"", ""is_correct"": false}]",[],https://web.archive.org/web/20250520192957id_/http://theory-tester.com/questions/452
453,Managing Risk,What lights should a driver use when driving in dense fog?,Drive with dipped headlights and fog lights.,"In dense fog you should use dipped headlights and fog lights (where fitted). Sidelights are not strong enough in fog, and full headlights can reflect off the fog and make it harder to see where you are going.","[{""index"": 0, ""text"": ""Drive with sidelights and hazard warning lights."", ""is_correct"": false}, {""index"": 1, ""text"": ""Drive with dipped headlights and fog lights."", ""is_correct"": true}, {""index"": 2, ""text"": ""Drive with full headlights and fog lights."", ""is_correct"": false}, {""index"": 3, ""text"": ""Drive with sidelights and fog lights."", ""is_correct"": false}]",[],https://web.archive.org/web/20251207163607id_/http://theory-tester.com/questions/453
454,Managing Risk,What are the possible consequences of having incorrectly adjusted headlights?,Oncoming road users could be dazzled.,"You are responsible for making sure that your vehicle is roadworthy and that its headlights are adjusted correctly. If the headlights are out of line they are less effective and may dazzle oncoming traffic, even when dipped.","[{""index"": 0, ""text"": ""Oncoming road users could be dazzled."", ""is_correct"": true}, {""index"": 1, ""text"": ""The wattage of the headlights could be reduced."", ""is_correct"": false}, {""index"": 2, ""text"": ""Visibility could be increased."", ""is_correct"": false}, {""index"": 3, ""text"": ""The headlights could overheat."", ""is_correct"": false}]",[],https://web.archive.org/web/20251113074457id_/http://theory-tester.com/questions/454
455,Managing Risk,"When driving at night and blinded by the lights of an oncoming vehicle, what should a driver do?",Look towards the verge and slow down and stop if necessary.,"If you are dazzled by the lights of an oncoming vehicle, look towards the verge until the vehicle has passed. Slow down and stop if necessary.","[{""index"": 0, ""text"": ""Look towards the verge and slow down and stop if necessary."", ""is_correct"": true}, {""index"": 1, ""text"": ""Drive well to the left and maintain normal speed."", ""is_correct"": false}, {""index"": 2, ""text"": ""Repeatedly flash the headlights to warn the offending driver."", ""is_correct"": false}, {""index"": 3, ""text"": ""Reduce speed and switch on the full headlights."", ""is_correct"": false}]",[],https://web.archive.org/web/20251207160917id_/http://theory-tester.com/questions/455
456,Safe and Responsible Driving,Is a driver permitted to pick up or set down a passenger on a motorway?,A driver is never permitted to pick up or set down passengers on a motorway.,Motorways are designed so that traffic can move faster and more freely. It is illegal and dangerous to stop a vehicle on any part of a motorway except in an emergency or when signalled to do so by a Garda.,"[{""index"": 0, ""text"": ""A driver is never permitted to pick up or set down passengers on a motorway."", ""is_correct"": true}, {""index"": 1, ""text"": ""It is permitted provided that the driver stops on the hard-shoulder."", ""is_correct"": false}, {""index"": 2, ""text"": ""It is not permitted, except during daylight hours."", ""is_correct"": false}, {""index"": 3, ""text"": ""It is only permitted within 200 metres of a slip-road."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201934id_/http://www.theory-tester.com:80/questions/456
457,Safe and Responsible Driving,"When driving on a motorway, what should a driver do if they miss their exit?",Leave the motorway at the next exit and cross to the other side using the fly-over (or underpass).,"If a driver misses their intended exit when driving on a motorway, they should proceed to the next junction exit where they can leave the motorway and then rejoin it on the opposite side of the motorway.","[{""index"": 0, ""text"": ""Leave the motorway at the next exit and cross to the other side using the fly-over (or underpass)."", ""is_correct"": true}, {""index"": 1, ""text"": ""Wait on the hard shoulder until a suitable gap appears in traffic from both directions and then cross to the opposite side of the motorway."", ""is_correct"": false}, {""index"": 2, ""text"": ""Stop on the hard shoulder, switch on their hazard lights and reverse back to the desired exit."", ""is_correct"": false}, {""index"": 3, ""text"": ""Cross to the opposite side of the motorway when there is a suitable gap in the oncoming traffic."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225203618id_/http://www.theory-tester.com:80/questions/457
458,Safe and Responsible Driving,What should a driver do when entering a slip road after leaving a motorway?,Comply with the speed limit on the road the driver is joining.,"When a driver is leaving a motorway, they should enter the deceleration lane and reduce their speed. They should comply with the speed limit of the road they are entering.","[{""index"": 0, ""text"": ""Comply with the speed limit on the road the driver is joining."", ""is_correct"": true}, {""index"": 1, ""text"": ""Always reduce speed gradually for a few kilometres."", ""is_correct"": false}, {""index"": 2, ""text"": ""There is never a need to adjust speed when on a slip road."", ""is_correct"": false}, {""index"": 3, ""text"": ""Brake severely when entering the slip road in order to slow down."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130215102id_/http://theory-tester.com:80/questions/458
459,Safe and Responsible Driving,What should a driver do if they drive past their intended exit by mistake?,Drive on and leave at the next exit.,"If a driver misses their intended exit when driving on a motorway, they should proceed to the next junction exit where they can leave the motorway and then rejoin it in the opposite direction.","[{""index"": 0, ""text"": ""Stop on the hard shoulder and reverse back to the exit."", ""is_correct"": false}, {""index"": 1, ""text"": ""Drive on and leave at the next exit."", ""is_correct"": true}, {""index"": 2, ""text"": ""Use the emergency telephone to ask for advice."", ""is_correct"": false}, {""index"": 3, ""text"": ""Carefully complete a U-turn."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130215447id_/http://www.theory-tester.com:80/questions/459
460,Safe and Responsible Driving,What is the main difference between driving on a motorway and driving on other types of road?,Traffic is generally permitted to travel at a higher speed on a motorway.,"Motorways are designed so that traffic can move faster and more freely, without traffic lights, crossroads, level crossings and other road features that might slow down traffic. There are also restrictions on who may use a motorway ? for example L-drivers and motorcycles under 50 cc are prohibited.","[{""index"": 0, ""text"": ""Traffic generally travels at lower speeds on a motorway than on a dual-carriageway."", ""is_correct"": false}, {""index"": 1, ""text"": ""Learner permit holders must be accompanied by a full licence holder."", ""is_correct"": false}, {""index"": 2, ""text"": ""Traffic is generally permitted to travel at a higher speed on a motorway."", ""is_correct"": true}, {""index"": 3, ""text"": ""Traffic travelling at 120 km/h must only use the outside lane of a motorway."", ""is_correct"": false}]",[],https://web.archive.org/web/20260520012700id_/http://theory-tester.com/questions/460
461,Managing Risk,"When driving at night, when must a driver use dipped headlights?",When meeting or driving behind other traffic.,When driving at night drivers should dip their main beam headlights when meeting or following traffic to avoid dazzling or endangering other road users.,"[{""index"": 0, ""text"": ""When there is no oncoming traffic."", ""is_correct"": false}, {""index"": 1, ""text"": ""When meeting or driving behind other traffic."", ""is_correct"": true}, {""index"": 2, ""text"": ""When driving at more than 100 km/h."", ""is_correct"": false}, {""index"": 3, ""text"": ""When driving at less than 50 km/h."", ""is_correct"": false}]",[],https://web.archive.org/web/20251207150406id_/http://theory-tester.com/questions/461
462,Managing Risk,"When dazzled by the lights of an oncoming vehicle, what should a driver do?",Do not look directly at the lights.,"If dazzled by the lights of an oncoming vehicle, do not look directly at the oncoming lights. Instead glance towards the verge until the vehicle has passed and/or slow down and stop if necessary. This will avoid any temporary blindness caused by the brightness of the oncoming lights.","[{""index"": 0, ""text"": ""Do not look directly at the lights."", ""is_correct"": true}, {""index"": 1, ""text"": ""Shield their eyes with their hand."", ""is_correct"": false}, {""index"": 2, ""text"": ""Look at the dashboard momentarily."", ""is_correct"": false}, {""index"": 3, ""text"": ""Turn their head to the right."", ""is_correct"": false}]",[],https://web.archive.org/web/20251113082906id_/http://theory-tester.com/questions/462
463,Managing Risk,When should a driver use fog lights on their vehicle?,Use fog lights only in dense fog and falling snow.,A driver should use fog lights only during dense fog or falling snow. They must be switched off at all other times.,"[{""index"": 0, ""text"": ""Use fog lights to improve visibility during light rain."", ""is_correct"": false}, {""index"": 1, ""text"": ""Switch on fog lights as a warning to pedestrians."", ""is_correct"": false}, {""index"": 2, ""text"": ""Use fog lights only in dense fog and falling snow."", ""is_correct"": true}, {""index"": 3, ""text"": ""Use fog lights on a badly lit country road."", ""is_correct"": false}]",[],https://web.archive.org/web/20251207164420id_/http://theory-tester.com/questions/463
464,Safe and Responsible Driving,"A driver wishes to go straight ahead at a cross junction of equal importance. If they encounter other traffic, what is the general rule that applies?",Traffic approaching from the driver's right has right of way.,"If a driver is at a junction where the roads are of equal importance, traffic on the driver's right has the right of way. The driver must let that traffic pass before moving on. It is important to understand that the right of way is not an absolute right. Drivers must proceed with caution whilst showing regard for other users of the road.","[{""index"": 0, ""text"": ""Give way to traffic approaching from the left only."", ""is_correct"": false}, {""index"": 1, ""text"": ""Give way to traffic approaching firstly from the left and then the right."", ""is_correct"": false}, {""index"": 2, ""text"": ""Carry on as normal as they always have the right of way."", ""is_correct"": false}, {""index"": 3, ""text"": ""Traffic approaching from the driver's right has right of way."", ""is_correct"": true}]",[],https://web.archive.org/web/20200224021651id_/http://theory-tester.com:80/questions/464
465,Safe and Responsible Driving,"When approaching a roundabout, to whom should a driver give way ?",The driver must give way to traffic approaching from the right or already on the roundabout.,"Drivers should always approach roundabouts with caution. They should be prepared to give way to traffic on the right, traffic already on the roundabout, pedestrians already crossing and to always stop if necessary.","[{""index"": 0, ""text"": ""The driver must only give way to heavy goods vehicles on the roundabout."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver approaching the roundabout always has right of way."", ""is_correct"": false}, {""index"": 2, ""text"": ""The driver must give way to traffic approaching from the right or already on the roundabout."", ""is_correct"": true}, {""index"": 3, ""text"": ""The driver must only give way to pedestrians and cyclists on the roundabout."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225233945id_/http://www.theory-tester.com:80/questions/465
466,Safe and Responsible Driving,"In general, where two lanes are provided on the approach to a roundabout, which lane should a driver select when they intend taking an exit to the right (past the 12 o'clock position) of the roundabout?",The right-hand lane.,"When a driver approaches a roundabout where two lanes are provided, they should choose the most suitable one based on the road markings and the exit they intend to take off the roundabout. The left lane is generally used for vehicles exiting to the left (9 o'clock) or straight ahead (12 o'clock) and the right is for vehicles exiting at any exit after 12 o'clock.","[{""index"": 0, ""text"": ""By straddling both lanes."", ""is_correct"": false}, {""index"": 1, ""text"": ""The left-hand lane."", ""is_correct"": false}, {""index"": 2, ""text"": ""Either lane."", ""is_correct"": false}, {""index"": 3, ""text"": ""The right-hand lane."", ""is_correct"": true}]",[],https://web.archive.org/web/20200225234726id_/http://www.theory-tester.com:80/questions/466
467,Safe and Responsible Driving,What position should a driver generally adopt on approach to a roundabout when intending to take the first exit to the left?,Approach in the left-hand lane.,When a driver intends to take any exit between the 6 o'clock and 12 o'clock positions they should generally approach the roundabout in the left lane unless road markings dictate otherwise.,"[{""index"": 0, ""text"": ""Approach in the right-hand lane."", ""is_correct"": false}, {""index"": 1, ""text"": ""Approach in the left-hand lane."", ""is_correct"": true}, {""index"": 2, ""text"": ""Approach by straddling both lanes."", ""is_correct"": false}, {""index"": 3, ""text"": ""Approach in any lane available."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201944id_/http://www.theory-tester.com:80/questions/467
468,Safe and Responsible Driving,"In general, when turning right on a two-way road, where should a driver position the vehicle?",Just left of the middle of the road.,"In general, the correct position to be in before turning right is just left of the centre of the road. Where the road is wide enough, this position allows traffic coming from behind and going straight ahead to pass safely on the left. The driver should be alert for road markings which direct them to follow a certain course.","[{""index"": 0, ""text"": ""At either side of the middle of the road."", ""is_correct"": false}, {""index"": 1, ""text"": ""Just left of the middle of the road."", ""is_correct"": true}, {""index"": 2, ""text"": ""At the far right-hand side of the road."", ""is_correct"": false}, {""index"": 3, ""text"": ""At the far left-hand side of the road."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130221220id_/http://www.theory-tester.com:80/questions/468
469,Safe and Responsible Driving,What should a driver do before turning right from a major road into a minor road?,Yield right of way to oncoming traffic and to pedestrians crossing at the junction.,The driver must yield to oncoming traffic and to pedestrians who are already crossing when turning right from a major road to a minor road.,"[{""index"": 0, ""text"": ""Commence turn in front of oncoming traffic as they must yield to traffic turning right."", ""is_correct"": false}, {""index"": 1, ""text"": ""Stop and signal traffic to exit right from the minor road."", ""is_correct"": false}, {""index"": 2, ""text"": ""Yield right of way to oncoming traffic and to pedestrians crossing at the junction."", ""is_correct"": true}, {""index"": 3, ""text"": ""Stop and signal traffic to exit left from the minor road."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201248id_/http://www.theory-tester.com:80/questions/469
470,Safe and Responsible Driving,"In general, which of the following should a driver do before entering a tunnel?",Ensure that dipped headlights are switched on.,"In general, a driver should switch on their dipped headlights before entering a tunnel.","[{""index"": 0, ""text"": ""Ensure that dipped headlights are switched on."", ""is_correct"": true}, {""index"": 1, ""text"": ""Switch on hazard warning lights to alert other traffic of their presence."", ""is_correct"": false}, {""index"": 2, ""text"": ""Only use dipped headlights if there is other traffic in the tunnel."", ""is_correct"": false}, {""index"": 3, ""text"": ""Ensure that full headlights are switched on."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130220647id_/http://www.theory-tester.com:80/questions/470
471,Safe and Responsible Driving,What should a driver do when entering a tunnel?,Keep a safe distance from the vehicle in front.,The driver should keep a safe distance from the vehicle in front remembering that they are entering a tunnel and tailgating could create an emergency. The minimum recommended safe distance for a car or motor cycle is 50 metres and is 100 metres for all other vehicles. Always remember the 2 second rule.,"[{""index"": 0, ""text"": ""Drive closer to the vehicle in front."", ""is_correct"": false}, {""index"": 1, ""text"": ""Keep a safe distance from the vehicle in front."", ""is_correct"": true}, {""index"": 2, ""text"": ""Always switch off your radio to avoid distractions."", ""is_correct"": false}, {""index"": 3, ""text"": ""Never drive below the posted speed limit."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225234048id_/http://www.theory-tester.com:80/questions/471
472,Safe and Responsible Driving,What should a driver do if there is very heavy traffic congestion in a tunnel?,Switch on hazard warning lights.,"If there is traffic congestion in a tunnel, you should switch on hazard lights and remain patient. Keep a safe distance from the vehicle in front even in slow-moving traffic. Listen for traffic messages on the tunnel radio station, if available.","[{""index"": 0, ""text"": ""Stop at the nearest emergency exit."", ""is_correct"": false}, {""index"": 1, ""text"": ""Switch on hazard warning lights."", ""is_correct"": true}, {""index"": 2, ""text"": ""Leave the vehicle."", ""is_correct"": false}, {""index"": 3, ""text"": ""Keep close to the vehicle in front."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130220020id_/http://www.theory-tester.com:80/questions/472
473,Safe and Responsible Driving,"When stopped at traffic lights and the green light comes on but pedestrians are still crossing the road, what should a driver do?",Wait as long as necessary to enable them to complete the crossing.,"A green traffic light means you may go if the way is clear. If pedestrians are crossing, give way to them and let them safely cross before proceeding.","[{""index"": 0, ""text"": ""Wait as long as necessary to enable them to complete the crossing."", ""is_correct"": true}, {""index"": 1, ""text"": ""Sound the horn as a warning to them that lights have changed."", ""is_correct"": false}, {""index"": 2, ""text"": ""Move forward to encourage them to complete the crossing quickly."", ""is_correct"": false}, {""index"": 3, ""text"": ""Signal the pedestrians that the lights have changed and drive on."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201619id_/http://www.theory-tester.com:80/questions/473
